From	To
Q16671	ENSP00000369117.3
Q16671	ENSP00000446661.1
Q13873	ENSP00000363702.2
Q13873	ENSP00000363708.4
P37173	ENSP00000295754.5
P37173	ENSP00000351905.4
P06213	ENSP00000303830.4
P06213	ENSP00000342838.4
P08069	ENSP00000497069.1
P14616	ENSP00000357178.3
P37023	ENSP00000373574.4
Q04771	ENSP00000263640.3
Q04771	ENSP00000387273.2
Q04771	ENSP00000387127.2
Q04771	ENSP00000400767.2
Q04771	ENSP00000405004.1
Q04771	ENSP00000440091.2
Q04771	ENSP00000500605.1
Q04771	ENSP00000500109.1
Q04771	ENSP00000507086.1
Q04771	ENSP00000507102.1
Q04771	ENSP00000508189.1
Q04771	ENSP00000507113.1
Q04771	ENSP00000507727.1
Q04771	ENSP00000508136.1
Q04771	ENSP00000507730.1
P36894	ENSP00000361107.2
P36894	ENSP00000489707.1
P36894	ENSP00000490273.1
P36894	ENSP00000492290.1
P36896	ENSP00000257963.4
P36896	ENSP00000397550.2
P36896	ENSP00000390477.2
P36896	ENSP00000442656.1
P36896	ENSP00000442885.1
P36897	ENSP00000364129.2
P36897	ENSP00000364133.4
P36897	ENSP00000447297.1
O00238	ENSP00000264568.4
O00238	ENSP00000378389.1
O00238	ENSP00000401907.2
O00238	ENSP00000421671.1
O00238	ENSP00000425444.1
O00238	ENSP00000426617.1
O00238	ENSP00000500035.1
Q8NER5	ENSP00000243349.7
Q8NER5	ENSP00000335178.7
Q8NER5	ENSP00000335139.6
Q8NER5	ENSP00000387168.3
P00533	ENSP00000275493.2
P00533	ENSP00000342376.3
P00533	ENSP00000345973.2
P00533	ENSP00000413843.2
P04626	ENSP00000269571.4
P04626	ENSP00000385185.2
P04626	ENSP00000446466.1
P04626	ENSP00000462438.1
P21860	ENSP00000267101.4
P21860	ENSP00000415753.2
P21860	ENSP00000408340.2
P21860	ENSP00000447510.1
P21860	ENSP00000506822.1
P21860	ENSP00000507402.1
P21860	ENSP00000508051.1
Q15303	ENSP00000342235.4
Q15303	ENSP00000403204.1
P17948	ENSP00000282397.4
P17948	ENSP00000442630.1
P17948	ENSP00000437631.1
P17948	ENSP00000437841.1
P17948	ENSP00000484039.1
P35968	ENSP00000263923.4
P35916	ENSP00000261937.6
P35916	ENSP00000377016.3
O15146	ENSP00000189978.6
O15146	ENSP00000363571.4
Q01973	ENSP00000360120.1
Q01973	ENSP00000360121.1
Q01974	ENSP00000364860.3
P04629	ENSP00000357179.3
P04629	ENSP00000431418.1
Q16620	ENSP00000277120.3
Q16620	ENSP00000306167.7
Q16620	ENSP00000352906.3
Q16620	ENSP00000365381.1
Q16620	ENSP00000365386.1
Q16620	ENSP00000379221.1
Q16620	ENSP00000509031.1
Q16620	ENSP00000509743.1
Q16620	ENSP00000510032.1
Q16620	ENSP00000510134.1
Q16620	ENSP00000509093.1
Q16620	ENSP00000510060.1
Q16620	ENSP00000510717.1
Q16620	ENSP00000509999.1
Q16620	ENSP00000508829.1
Q16620	ENSP00000508443.1
Q16620	ENSP00000509169.1
Q16620	ENSP00000510451.1
Q16620	ENSP00000510757.1
Q16620	ENSP00000509058.1
Q16620	ENSP00000509401.1
Q16620	ENSP00000510619.1
Q16620	ENSP00000508497.1
Q16620	ENSP00000508622.1
Q16620	ENSP00000510071.1
Q16620	ENSP00000509456.1
Q16620	ENSP00000510640.1
Q16288	ENSP00000318328.3
Q16288	ENSP00000350356.2
Q16288	ENSP00000377990.1
Q16288	ENSP00000453959.1
Q16288	ENSP00000485864.1
Q16288	ENSP00000511942.1
Q13308	ENSP00000230418.4
Q13308	ENSP00000230419.4
Q13308	ENSP00000325992.4
Q13308	ENSP00000325462.4
Q13308	ENSP00000326029.3
Q13308	ENSP00000418754.1
P11362	ENSP00000327229.6
P11362	ENSP00000337247.5
P11362	ENSP00000348537.5
P11362	ENSP00000380280.5
P11362	ENSP00000380297.4
P11362	ENSP00000380302.2
P11362	ENSP00000400162.2
P11362	ENSP00000433163.1
P11362	ENSP00000432972.1
P21802	ENSP00000263451.5
P21802	ENSP00000309878.10
P21802	ENSP00000348559.4
P21802	ENSP00000350166.5
P21802	ENSP00000351276.6
P21802	ENSP00000352309.2
P21802	ENSP00000353262.3
P21802	ENSP00000358052.1
P21802	ENSP00000358056.4
P21802	ENSP00000358057.4
P21802	ENSP00000410294.2
P21802	ENSP00000507633.1
P21802	ENSP00000508257.1
P22607	ENSP00000339824.4
P22607	ENSP00000231803.1
P22607	ENSP00000414914.2
P22455	ENSP00000292408.4
P22455	ENSP00000377254.1
P22455	ENSP00000424960.1
P21709	ENSP00000275815.3
P21709	ENSP00000494931.1
P29317	ENSP00000351209.5
P29320	ENSP00000337451.2
P29320	ENSP00000399926.2
P54764	ENSP00000281821.2
P54764	ENSP00000386829.1
P54756	ENSP00000273854.3
P54756	ENSP00000346899.4
Q9UF33	ENSP00000423950.1
Q9UF33	ENSP00000421711.1
Q15375	ENSP00000358303.1
Q15375	ENSP00000358309.4
Q15375	ENSP00000506130.1
P29322	ENSP00000166244.3
P29322	ENSP00000363775.4
Q5JZY3	ENSP00000316395.6
Q5JZY3	ENSP00000362139.4
P54762	ENSP00000381097.3
P54762	ENSP00000419574.1
P29323	ENSP00000363761.3
P29323	ENSP00000363763.3
P29323	ENSP00000383053.3
P54753	ENSP00000332118.2
P54760	ENSP00000350896.3
P54760	ENSP00000482702.1
P35590	ENSP00000361554.3
P35590	ENSP00000440063.1
Q02763	ENSP00000369375.4
Q02763	ENSP00000383977.4
Q02763	ENSP00000430686.1
P30530	ENSP00000301178.3
P30530	ENSP00000351995.2
Q06418	ENSP00000263798.3
Q12866	ENSP00000295408.4
Q12866	ENSP00000389152.2
P07949	ENSP00000344798.4
P07949	ENSP00000347942.3
P29376	ENSP00000263800.6
P29376	ENSP00000347293.5
P29376	ENSP00000392196.2
Q9UM73	ENSP00000373700.3
P08581	ENSP00000317272.6
P08581	ENSP00000380860.3
P08581	ENSP00000410980.2
Q04912	ENSP00000296474.3
Q04912	ENSP00000341325.4
Q04912	ENSP00000482642.1
Q6ZMQ8	ENSP00000324196.4
Q6ZMQ8	ENSP00000363924.2
Q8IWU2	ENSP00000297293.5
Q96Q04	ENSP00000472020.1
Q96Q04	ENSP00000500153.1
P08922	ENSP00000357494.3
Q08345	ENSP00000259875.7
Q08345	ENSP00000318217.8
Q08345	ENSP00000365751.2
Q08345	ENSP00000365752.3
Q08345	ENSP00000365753.3
Q08345	ENSP00000365754.4
Q08345	ENSP00000365759.4
Q08345	ENSP00000372868.2
Q08345	ENSP00000383261.1
Q08345	ENSP00000383262.1
Q08345	ENSP00000383265.1
Q08345	ENSP00000383334.1
Q08345	ENSP00000383336.1
Q08345	ENSP00000383337.3
Q08345	ENSP00000383338.1
Q08345	ENSP00000383339.1
Q08345	ENSP00000391805.1
Q08345	ENSP00000405540.1
Q08345	ENSP00000407699.2
Q08345	ENSP00000416183.1
Q08345	ENSP00000415730.2
Q08345	ENSP00000416145.2
Q08345	ENSP00000401397.1
Q08345	ENSP00000397769.1
Q08345	ENSP00000414285.1
Q08345	ENSP00000405039.1
Q08345	ENSP00000401208.1
Q08345	ENSP00000406091.2
Q08345	ENSP00000400393.1
Q08345	ENSP00000421978.1
Q08345	ENSP00000422442.1
Q08345	ENSP00000427552.1
Q08345	ENSP00000449611.2
Q08345	ENSP00000448115.2
Q08345	ENSP00000449238.2
Q08345	ENSP00000447474.2
Q08345	ENSP00000449255.2
Q08345	ENSP00000449190.2
Q08345	ENSP00000449307.2
Q08345	ENSP00000448377.2
Q08345	ENSP00000479195.1
Q08345	ENSP00000479204.1
Q08345	ENSP00000484588.1
Q08345	ENSP00000484013.1
Q16832	ENSP00000356898.3
Q16832	ENSP00000356899.2
Q16832	ENSP00000400309.2
P34925	ENSP00000478721.1
P34925	ENSP00000485095.1
Q6J9G0	ENSP00000075503.3
