HMDB,GENE,direction
HMDB0000051,ADAT1,degrading
HMDB0000050,ADA,degrading
HMDB0002111,ADA,degrading
HMDB0000195,ADA,producing
HMDB0000051,ADA,producing
HMDB0000101,ADA,degrading
HMDB0000071,ADA,producing
HMDB0000538,ADCY1,degrading
HMDB0000058,ADCY1,producing
HMDB0000250,ADCY1,producing
HMDB0001273,ADCY1,degrading
HMDB0001314,ADCY1,producing
HMDB0000538,ADCY2,degrading
HMDB0000058,ADCY2,producing
HMDB0000250,ADCY2,producing
HMDB0001273,ADCY2,degrading
HMDB0001314,ADCY2,producing
HMDB0000538,ADCY3,degrading
HMDB0000058,ADCY3,producing
HMDB0000250,ADCY3,producing
HMDB0001273,ADCY3,degrading
HMDB0001314,ADCY3,producing
HMDB0000538,ADCY4,degrading
HMDB0000058,ADCY4,producing
HMDB0000250,ADCY4,producing
HMDB0001273,ADCY4,degrading
HMDB0001314,ADCY4,producing
HMDB0000538,ADCY5,degrading
HMDB0000058,ADCY5,producing
HMDB0000250,ADCY5,producing
HMDB0001273,ADCY5,degrading
HMDB0001314,ADCY5,producing
HMDB0000538,ADCY6,degrading
HMDB0000058,ADCY6,producing
HMDB0000250,ADCY6,producing
HMDB0001273,ADCY6,degrading
HMDB0001314,ADCY6,producing
HMDB0000538,ADCY7,degrading
HMDB0000058,ADCY7,producing
HMDB0000250,ADCY7,producing
HMDB0001273,ADCY7,degrading
HMDB0001314,ADCY7,producing
HMDB0000538,ADCY8,degrading
HMDB0000058,ADCY8,producing
HMDB0000250,ADCY8,producing
HMDB0001273,ADCY8,degrading
HMDB0001314,ADCY8,producing
HMDB0000538,ADCY9,degrading
HMDB0000058,ADCY9,producing
HMDB0000250,ADCY9,producing
HMDB0001273,ADCY9,degrading
HMDB0001314,ADCY9,producing
HMDB0000538,ADCY10,degrading
HMDB0000058,ADCY10,producing
HMDB0000250,ADCY10,producing
HMDB0001273,ADCY10,degrading
HMDB0001314,ADCY10,producing
HMDB0000517,ADC,degrading
HMDB0001432,ADC,producing
HMDB0001967,ADC,producing
HMDB0000902,ADH1A,degrading
HMDB0001487,ADH1A,degrading
HMDB0059597,ADH1A,producing
HMDB0000108,ADH1A,degrading
HMDB0000990,ADH1A,producing
HMDB0001487,ADH1A,producing
HMDB0000305,ADH1A,degrading
HMDB0001358,ADH1A,producing
HMDB0000318,ADH1A,degrading
HMDB0006242,ADH1A,producing
HMDB0060451,ADH1A,degrading
HMDB0059597,ADH1A,degrading
HMDB0041796,ADH1A,producing
HMDB0000902,ADH1A,producing
HMDB0002111,ADH1A,producing
HMDB0060433,ADH1A,degrading
HMDB0060432,ADH1A,producing
HMDB0060351,ADH1A,degrading
HMDB0060366,ADH1A,producing
HMDB0060389,ADH1A,degrading
HMDB0060400,ADH1A,producing
HMDB0000902,ADH1B,degrading
HMDB0001487,ADH1B,degrading
HMDB0059597,ADH1B,producing
HMDB0000108,ADH1B,degrading
HMDB0000990,ADH1B,producing
HMDB0001487,ADH1B,producing
HMDB0000305,ADH1B,degrading
HMDB0001358,ADH1B,producing
HMDB0000318,ADH1B,degrading
HMDB0006242,ADH1B,producing
HMDB0060451,ADH1B,degrading
HMDB0059597,ADH1B,degrading
HMDB0041796,ADH1B,producing
HMDB0000902,ADH1B,producing
HMDB0002111,ADH1B,producing
HMDB0060433,ADH1B,degrading
HMDB0060432,ADH1B,producing
HMDB0060351,ADH1B,degrading
HMDB0060366,ADH1B,producing
HMDB0060389,ADH1B,degrading
HMDB0060400,ADH1B,producing
HMDB0000902,ADH1C,degrading
HMDB0001487,ADH1C,degrading
HMDB0059597,ADH1C,producing
HMDB0000108,ADH1C,degrading
HMDB0000990,ADH1C,producing
HMDB0001487,ADH1C,producing
HMDB0000305,ADH1C,degrading
HMDB0001358,ADH1C,producing
HMDB0000318,ADH1C,degrading
HMDB0006242,ADH1C,producing
HMDB0060451,ADH1C,degrading
HMDB0059597,ADH1C,degrading
HMDB0041796,ADH1C,producing
HMDB0000902,ADH1C,producing
HMDB0002111,ADH1C,producing
HMDB0060433,ADH1C,degrading
HMDB0060432,ADH1C,producing
HMDB0060351,ADH1C,degrading
HMDB0060366,ADH1C,producing
HMDB0060389,ADH1C,degrading
HMDB0060400,ADH1C,producing
HMDB0000902,ADH4,degrading
HMDB0001487,ADH4,degrading
HMDB0059597,ADH4,producing
HMDB0000108,ADH4,degrading
HMDB0000990,ADH4,producing
HMDB0001487,ADH4,producing
HMDB0000305,ADH4,degrading
HMDB0001358,ADH4,producing
HMDB0000318,ADH4,degrading
HMDB0006242,ADH4,producing
HMDB0060451,ADH4,degrading
HMDB0059597,ADH4,degrading
HMDB0041796,ADH4,producing
HMDB0000902,ADH4,producing
HMDB0002111,ADH4,producing
HMDB0060433,ADH4,degrading
HMDB0060432,ADH4,producing
HMDB0060351,ADH4,degrading
HMDB0060366,ADH4,producing
HMDB0060389,ADH4,degrading
HMDB0060400,ADH4,producing
HMDB0000902,ADH6,degrading
HMDB0001487,ADH6,degrading
HMDB0059597,ADH6,producing
HMDB0000108,ADH6,degrading
HMDB0000990,ADH6,producing
HMDB0001487,ADH6,producing
HMDB0000305,ADH6,degrading
HMDB0001358,ADH6,producing
HMDB0000318,ADH6,degrading
HMDB0006242,ADH6,producing
HMDB0060451,ADH6,degrading
HMDB0059597,ADH6,degrading
HMDB0041796,ADH6,producing
HMDB0000902,ADH6,producing
HMDB0002111,ADH6,producing
HMDB0060433,ADH6,degrading
HMDB0060432,ADH6,producing
HMDB0060351,ADH6,degrading
HMDB0060366,ADH6,producing
HMDB0060389,ADH6,degrading
HMDB0060400,ADH6,producing
HMDB0000902,ADH7,degrading
HMDB0001487,ADH7,degrading
HMDB0059597,ADH7,producing
HMDB0000108,ADH7,degrading
HMDB0000990,ADH7,producing
HMDB0001487,ADH7,producing
HMDB0000305,ADH7,degrading
HMDB0001358,ADH7,producing
HMDB0000318,ADH7,degrading
HMDB0006242,ADH7,producing
HMDB0060451,ADH7,degrading
HMDB0059597,ADH7,degrading
HMDB0041796,ADH7,producing
HMDB0000902,ADH7,producing
HMDB0002111,ADH7,producing
HMDB0060433,ADH7,degrading
HMDB0060432,ADH7,producing
HMDB0060351,ADH7,degrading
HMDB0060366,ADH7,producing
HMDB0060389,ADH7,degrading
HMDB0060400,ADH7,producing
HMDB0000902,ADH5,degrading
HMDB0001487,ADH5,degrading
HMDB0004662,ADH5,degrading
HMDB0001550,ADH5,degrading
HMDB0059597,ADH5,producing
HMDB0000108,ADH5,degrading
HMDB0000990,ADH5,producing
HMDB0001487,ADH5,producing
HMDB0000305,ADH5,degrading
HMDB0001358,ADH5,producing
HMDB0000318,ADH5,degrading
HMDB0006242,ADH5,producing
HMDB0060514,ADH5,degrading
HMDB0060516,ADH5,producing
HMDB0060456,ADH5,degrading
HMDB0060458,ADH5,producing
HMDB0060322,ADH5,degrading
HMDB0060325,ADH5,producing
HMDB0060303,ADH5,degrading
HMDB0060349,ADH5,producing
HMDB0001550,ADH5,producing
HMDB0060451,ADH5,degrading
HMDB0059597,ADH5,degrading
HMDB0041796,ADH5,producing
HMDB0000902,ADH5,producing
HMDB0002111,ADH5,producing
HMDB0060433,ADH5,degrading
HMDB0060432,ADH5,producing
HMDB0060351,ADH5,degrading
HMDB0060366,ADH5,producing
HMDB0060389,ADH5,degrading
HMDB0060400,ADH5,producing
HMDB0000538,ADK,degrading
HMDB0000050,ADK,degrading
HMDB0001341,ADK,producing
HMDB0000045,ADK,producing
HMDB0002111,AOX1,degrading
HMDB0001377,AOX1,degrading
HMDB0003125,AOX1,degrading
HMDB0001545,AOX1,degrading
HMDB0000017,AOX1,producing
HMDB0003125,AOX1,producing
HMDB0000152,AOX1,degrading
HMDB0004062,AOX1,producing
HMDB0001377,AOX1,producing
HMDB0002111,AOX1,producing
HMDB0000202,AOX1,degrading
HMDB0002217,AOX1,producing
HMDB0000699,AOX1,degrading
HMDB0004194,AOX1,producing
HMDB0059597,AOX1,producing
HMDB0004073,AOX1,degrading
HMDB0000763,AOX1,producing
HMDB0060462,AOX1,degrading
HMDB0060463,AOX1,producing
HMDB0004193,AOX1,producing
HMDB0001341,ADPGK,degrading
HMDB0000122,ADPGK,degrading
HMDB0000045,ADPGK,producing
HMDB0001401,ADPGK,producing
HMDB0003345,ADPGK,degrading
HMDB0003498,ADPGK,producing
HMDB0059598,AASDHPPT,degrading
HMDB0000061,AASDHPPT,degrading
HMDB0001423,AASDHPPT,degrading
HMDB0002111,ADPRH,degrading
HMDB0001178,ADPRH,degrading
HMDB0001260,ADPRH,degrading
HMDB0001178,ADPRH,producing
HMDB0000517,ADPRH,producing
HMDB0001413,ADPRM,degrading
HMDB0002111,ADPRM,degrading
HMDB0000095,ADPRM,producing
HMDB0001565,ADPRM,producing
HMDB0001178,ADPRM,degrading
HMDB0000045,ADPRM,producing
HMDB0001548,ADPRM,producing
HMDB0059599,ADPRM,degrading
HMDB0000126,ADPRM,producing
HMDB0000217,FDXR,degrading
HMDB0000221,FDXR,degrading
HMDB0059597,FDXR,degrading
HMDB0002991,ADO,degrading
HMDB0001377,ADO,degrading
HMDB0000965,ADO,producing
HMDB0001054,ALG10,degrading
HMDB0005176,ALG10,producing
HMDB0001054,ALG10B,degrading
HMDB0005176,ALG10B,producing
HMDB0000048,GLA,degrading
HMDB0002111,GLA,degrading
HMDB0003449,GLA,producing
HMDB0000122,GLA,producing
HMDB0003213,GLA,degrading
HMDB0000258,GLA,producing
HMDB0006790,GLA,degrading
HMDB0000131,GLA,producing
HMDB0005826,GLA,degrading
HMDB0000211,GLA,producing
HMDB0006792,GLA,degrading
HMDB0000169,GLA,producing
HMDB0006791,GLA,degrading
HMDB0000247,GLA,producing
HMDB0003553,GLA,degrading
HMDB0003213,GLA,producing
HMDB0003449,GLA,degrading
HMDB0060468,GLA,degrading
HMDB0000048,GLA,producing
HMDB0001367,PGM3,degrading
HMDB0001062,PGM3,producing
HMDB0001062,PGM3,degrading
HMDB0001367,PGM3,producing
HMDB0001273,AGPHD1,degrading
HMDB0000450,AGPHD1,degrading
HMDB0001201,AGPHD1,producing
HMDB0059600,AGPHD1,producing
HMDB0000161,AGXT2,degrading
HMDB0000119,AGXT2,degrading
HMDB0000243,AGXT2,producing
HMDB0000123,AGXT2,producing
HMDB0002299,AGXT2,degrading
HMDB0000243,AGXT2,degrading
HMDB0001172,AGXT2,producing
HMDB0000161,AGXT2,producing
HMDB0000123,AGXT2,degrading
HMDB0000208,AGXT2,degrading
HMDB0000119,AGXT2,producing
HMDB0000148,AGXT2,producing
HMDB0000089,AICDA,degrading
HMDB0002111,AICDA,degrading
HMDB0000296,AICDA,producing
HMDB0000051,AICDA,producing
HMDB0000217,AKR1A1,degrading
HMDB0000221,AKR1A1,degrading
HMDB0000108,AKR1A1,degrading
HMDB0000990,AKR1A1,producing
HMDB0000221,AKR1A1,producing
HMDB0059597,AKR1A1,producing
HMDB0000131,AKR1A1,degrading
HMDB0001051,AKR1A1,producing
HMDB0012843,AKR1A1,degrading
HMDB0012882,AKR1A1,producing
HMDB0000131,AKR1B10,degrading
HMDB0000902,AKR1B10,degrading
HMDB0001051,AKR1B10,producing
HMDB0001487,AKR1B10,producing
HMDB0059597,AKR1B10,producing
HMDB0000217,AKR1B10,degrading
HMDB0000221,AKR1B10,producing
HMDB0003449,AKR1B10,degrading
HMDB0001487,AKR1B10,degrading
HMDB0059597,AKR1B10,degrading
HMDB0000107,AKR1B10,producing
HMDB0000902,AKR1B10,producing
HMDB0000221,AKR1B10,degrading
HMDB0000217,AKR1B10,producing
HMDB0002917,AKR1B10,degrading
HMDB0000098,AKR1B10,producing
HMDB0001851,AKR1B10,degrading
HMDB0000646,AKR1B10,producing
HMDB0000247,AKR1B10,degrading
HMDB0003345,AKR1B10,producing
HMDB0003052,AKR1B10,degrading
HMDB0001167,AKR1B10,producing
HMDB0001881,AKR1B10,degrading
HMDB0003052,AKR1B10,producing
HMDB0011653,AKR1C1,degrading
HMDB0000374,AKR1C1,degrading
HMDB0001164,AKR1C1,degrading
HMDB0000217,AKR1C1,degrading
HMDB0000957,AKR1C1,producing
HMDB0000221,AKR1C1,producing
HMDB0059601,AKR1C1,degrading
HMDB0059602,AKR1C1,degrading
HMDB0060407,AKR1C1,degrading
HMDB0000221,AKR1C1,degrading
HMDB0059597,AKR1C1,degrading
HMDB0000879,AKR1C1,producing
HMDB0000217,AKR1C1,producing
HMDB0003759,AKR1C1,degrading
HMDB0001449,AKR1C1,producing
HMDB0060408,AKR1C1,degrading
HMDB0060409,AKR1C1,producing
HMDB0001164,AKR1C2,degrading
HMDB0000217,AKR1C2,degrading
HMDB0000957,AKR1C2,producing
HMDB0000221,AKR1C2,producing
HMDB0060407,AKR1C2,degrading
HMDB0000221,AKR1C2,degrading
HMDB0059597,AKR1C2,degrading
HMDB0000879,AKR1C2,producing
HMDB0000217,AKR1C2,producing
HMDB0003759,AKR1C2,degrading
HMDB0001449,AKR1C2,producing
HMDB0060408,AKR1C2,degrading
HMDB0060409,AKR1C2,producing
HMDB0001164,AKR1C3,degrading
HMDB0000217,AKR1C3,degrading
HMDB0000957,AKR1C3,producing
HMDB0000221,AKR1C3,producing
HMDB0000221,AKR1C3,degrading
HMDB0000234,AKR1C3,degrading
HMDB0000902,AKR1C3,degrading
HMDB0000053,AKR1C3,producing
HMDB0001487,AKR1C3,producing
HMDB0059601,AKR1C3,degrading
HMDB0059602,AKR1C3,degrading
HMDB0060407,AKR1C3,degrading
HMDB0059597,AKR1C3,degrading
HMDB0000879,AKR1C3,producing
HMDB0000217,AKR1C3,producing
HMDB0003759,AKR1C3,degrading
HMDB0001449,AKR1C3,producing
HMDB0060408,AKR1C3,degrading
HMDB0060409,AKR1C3,producing
HMDB0001219,AKR1C4,degrading
HMDB0000217,AKR1C4,degrading
HMDB0059603,AKR1C4,producing
HMDB0000221,AKR1C4,producing
HMDB0000031,AKR1C4,degrading
HMDB0000902,AKR1C4,degrading
HMDB0000899,AKR1C4,producing
HMDB0001487,AKR1C4,producing
HMDB0059597,AKR1C4,producing
HMDB0000490,AKR1C4,degrading
HMDB0003769,AKR1C4,producing
HMDB0006893,AKR1C4,degrading
HMDB0006892,AKR1C4,producing
HMDB0001457,AKR1C4,degrading
HMDB0006887,AKR1C4,producing
HMDB0000903,AKR1C4,degrading
HMDB0006758,AKR1C4,producing
HMDB0006758,AKR1C4,degrading
HMDB0059597,AKR1C4,degrading
HMDB0000221,AKR1C4,degrading
HMDB0000903,AKR1C4,producing
HMDB0000217,AKR1C4,producing
HMDB0000949,AKR1C4,degrading
HMDB0003259,AKR1C4,producing
HMDB0006753,AKR1C4,degrading
HMDB0006754,AKR1C4,producing
HMDB0000268,AKR1C4,degrading
HMDB0006757,AKR1C4,producing
HMDB0006755,AKR1C4,degrading
HMDB0006756,AKR1C4,producing
HMDB0006759,AKR1C4,degrading
HMDB0003759,AKR1C4,producing
HMDB0002961,AKR1C4,degrading
HMDB0060437,AKR1C4,producing
HMDB0059604,AKR1D1,degrading
HMDB0000217,AKR1D1,degrading
HMDB0000921,AKR1D1,producing
HMDB0000221,AKR1D1,producing
HMDB0006758,AKR1D1,degrading
HMDB0002802,AKR1D1,producing
HMDB0003769,AKR1D1,degrading
HMDB0059597,AKR1D1,producing
HMDB0000053,AKR1D1,producing
HMDB0003759,AKR1D1,degrading
HMDB0001830,AKR1D1,degrading
HMDB0000221,AKR1D1,degrading
HMDB0059597,AKR1D1,degrading
HMDB0003759,AKR1D1,producing
HMDB0000217,AKR1D1,producing
HMDB0006770,AKR1D1,degrading
HMDB0000234,AKR1D1,producing
HMDB0003259,AKR1D1,degrading
HMDB0000063,AKR1D1,producing
HMDB0006754,AKR1D1,degrading
HMDB0000037,AKR1D1,producing
HMDB0006892,AKR1D1,degrading
HMDB0001993,AKR1D1,producing
HMDB0006887,AKR1D1,degrading
HMDB0002197,AKR1D1,producing
HMDB0002712,AKR1E2,degrading
HMDB0000217,AKR1E2,degrading
HMDB0041561,AKR1E2,producing
HMDB0000221,AKR1E2,producing
HMDB0001358,ALDH1A1,degrading
HMDB0000902,ALDH1A1,degrading
HMDB0002111,ALDH1A1,degrading
HMDB0006219,ALDH1A1,producing
HMDB0001487,ALDH1A1,producing
HMDB0001852,ALDH1A1,producing
HMDB0059597,ALDH1A1,producing
HMDB0006218,ALDH1A1,degrading
HMDB0002369,ALDH1A1,producing
HMDB0001358,ALDH1A2,degrading
HMDB0000902,ALDH1A2,degrading
HMDB0002111,ALDH1A2,degrading
HMDB0006219,ALDH1A2,producing
HMDB0001487,ALDH1A2,producing
HMDB0001852,ALDH1A2,producing
HMDB0059597,ALDH1A2,producing
HMDB0006218,ALDH1A2,degrading
HMDB0002369,ALDH1A2,producing
HMDB0002111,ALDH1A3,degrading
HMDB0000990,ALDH1A3,degrading
HMDB0000217,ALDH1A3,degrading
HMDB0000042,ALDH1A3,producing
HMDB0000221,ALDH1A3,producing
HMDB0059597,ALDH1A3,producing
HMDB0001106,ALDH1A3,degrading
HMDB0000902,ALDH1A3,degrading
HMDB0000056,ALDH1A3,producing
HMDB0001487,ALDH1A3,producing
HMDB0006236,ALDH1A3,degrading
HMDB0000209,ALDH1A3,producing
HMDB0003767,ALDH1A3,degrading
HMDB0000020,ALDH1A3,producing
HMDB0003791,ALDH1A3,degrading
HMDB0001336,ALDH1A3,producing
HMDB0006242,ALDH1A3,degrading
HMDB0001866,ALDH1A3,producing
HMDB0005175,ALDH1A3,degrading
HMDB0000118,ALDH1A3,producing
HMDB0004061,ALDH1A3,degrading
HMDB0000291,ALDH1A3,producing
HMDB0004181,ALDH1A3,degrading
HMDB0002820,ALDH1A3,producing
HMDB0060451,ALDH1A3,degrading
HMDB0042048,ALDH1A3,producing
HMDB0060433,ALDH1A3,degrading
HMDB0060449,ALDH1A3,producing
HMDB0060366,ALDH1A3,degrading
HMDB0060367,ALDH1A3,producing
HMDB0000902,ALDH1B1,degrading
HMDB0002111,ALDH1B1,degrading
HMDB0001487,ALDH1B1,degrading
HMDB0060365,ALDH1B1,degrading
HMDB0000217,ALDH1B1,degrading
HMDB0000208,ALDH1B1,producing
HMDB0000221,ALDH1B1,producing
HMDB0059597,ALDH1B1,producing
HMDB0000990,ALDH1B1,degrading
HMDB0000042,ALDH1B1,producing
HMDB0001487,ALDH1B1,producing
HMDB0001106,ALDH1B1,degrading
HMDB0000056,ALDH1B1,producing
HMDB0001051,ALDH1B1,degrading
HMDB0000139,ALDH1B1,producing
HMDB0001080,ALDH1B1,degrading
HMDB0000112,ALDH1B1,producing
HMDB0001190,ALDH1B1,degrading
HMDB0000197,ALDH1B1,producing
HMDB0006803,ALDH1B1,degrading
HMDB0006804,ALDH1B1,producing
HMDB0006355,ALDH1B1,degrading
HMDB0000663,ALDH1B1,producing
HMDB0001345,ALDH1B1,degrading
HMDB0001161,ALDH1B1,producing
HMDB0002217,ALDH1B1,degrading
HMDB0000202,ALDH1B1,producing
HMDB0003905,ALDH1B1,degrading
HMDB0002024,ALDH1B1,producing
HMDB0006894,ALDH1B1,degrading
HMDB0011653,ALDH1B1,producing
HMDB0004073,ALDH1B1,degrading
HMDB0000763,ALDH1B1,producing
HMDB0004226,ALDH1B1,degrading
HMDB0003681,ALDH1B1,producing
HMDB0060516,ALDH1B1,degrading
HMDB0060515,ALDH1B1,producing
HMDB0060458,ALDH1B1,degrading
HMDB0060457,ALDH1B1,producing
HMDB0013860,ALDH1B1,degrading
HMDB0031331,ALDH1B1,producing
HMDB0003647,ALDH1B1,degrading
HMDB0004586,ALDH1B1,producing
HMDB0000972,ALDH1L1,degrading
HMDB0000217,ALDH1L1,degrading
HMDB0002111,ALDH1L1,degrading
HMDB0001846,ALDH1L1,producing
HMDB0000221,ALDH1L1,producing
HMDB0001967,ALDH1L1,producing
HMDB0059597,ALDH1L1,producing
HMDB0000972,ALDH1L2,degrading
HMDB0000217,ALDH1L2,degrading
HMDB0002111,ALDH1L2,degrading
HMDB0001846,ALDH1L2,producing
HMDB0000221,ALDH1L2,producing
HMDB0001967,ALDH1L2,producing
HMDB0059597,ALDH1L2,producing
HMDB0002111,ALDH3A1,degrading
HMDB0000990,ALDH3A1,degrading
HMDB0000217,ALDH3A1,degrading
HMDB0000042,ALDH3A1,producing
HMDB0000221,ALDH3A1,producing
HMDB0059597,ALDH3A1,producing
HMDB0001106,ALDH3A1,degrading
HMDB0000902,ALDH3A1,degrading
HMDB0000056,ALDH3A1,producing
HMDB0001487,ALDH3A1,producing
HMDB0006236,ALDH3A1,degrading
HMDB0000209,ALDH3A1,producing
HMDB0003767,ALDH3A1,degrading
HMDB0000020,ALDH3A1,producing
HMDB0003791,ALDH3A1,degrading
HMDB0001336,ALDH3A1,producing
HMDB0006242,ALDH3A1,degrading
HMDB0001866,ALDH3A1,producing
HMDB0005175,ALDH3A1,degrading
HMDB0000118,ALDH3A1,producing
HMDB0004061,ALDH3A1,degrading
HMDB0000291,ALDH3A1,producing
HMDB0004181,ALDH3A1,degrading
HMDB0002820,ALDH3A1,producing
HMDB0060451,ALDH3A1,degrading
HMDB0042048,ALDH3A1,producing
HMDB0060433,ALDH3A1,degrading
HMDB0060449,ALDH3A1,producing
HMDB0060366,ALDH3A1,degrading
HMDB0060367,ALDH3A1,producing
HMDB0000902,ALDH3A2,degrading
HMDB0002111,ALDH3A2,degrading
HMDB0001487,ALDH3A2,degrading
HMDB0060365,ALDH3A2,degrading
HMDB0000217,ALDH3A2,degrading
HMDB0000208,ALDH3A2,producing
HMDB0000221,ALDH3A2,producing
HMDB0059597,ALDH3A2,producing
HMDB0000990,ALDH3A2,degrading
HMDB0000042,ALDH3A2,producing
HMDB0001487,ALDH3A2,producing
HMDB0001106,ALDH3A2,degrading
HMDB0000056,ALDH3A2,producing
HMDB0001051,ALDH3A2,degrading
HMDB0000139,ALDH3A2,producing
HMDB0001080,ALDH3A2,degrading
HMDB0000112,ALDH3A2,producing
HMDB0001190,ALDH3A2,degrading
HMDB0000197,ALDH3A2,producing
HMDB0006803,ALDH3A2,degrading
HMDB0006804,ALDH3A2,producing
HMDB0006355,ALDH3A2,degrading
HMDB0000663,ALDH3A2,producing
HMDB0001345,ALDH3A2,degrading
HMDB0001161,ALDH3A2,producing
HMDB0002217,ALDH3A2,degrading
HMDB0000202,ALDH3A2,producing
HMDB0003905,ALDH3A2,degrading
HMDB0002024,ALDH3A2,producing
HMDB0006894,ALDH3A2,degrading
HMDB0011653,ALDH3A2,producing
HMDB0004073,ALDH3A2,degrading
HMDB0000763,ALDH3A2,producing
HMDB0004226,ALDH3A2,degrading
HMDB0003681,ALDH3A2,producing
HMDB0060516,ALDH3A2,degrading
HMDB0060515,ALDH3A2,producing
HMDB0060458,ALDH3A2,degrading
HMDB0060457,ALDH3A2,producing
HMDB0013860,ALDH3A2,degrading
HMDB0031331,ALDH3A2,producing
HMDB0003647,ALDH3A2,degrading
HMDB0004586,ALDH3A2,producing
HMDB0002111,ALDH3B1,degrading
HMDB0000990,ALDH3B1,degrading
HMDB0000217,ALDH3B1,degrading
HMDB0000042,ALDH3B1,producing
HMDB0000221,ALDH3B1,producing
HMDB0059597,ALDH3B1,producing
HMDB0001106,ALDH3B1,degrading
HMDB0000902,ALDH3B1,degrading
HMDB0000056,ALDH3B1,producing
HMDB0001487,ALDH3B1,producing
HMDB0006236,ALDH3B1,degrading
HMDB0000209,ALDH3B1,producing
HMDB0003767,ALDH3B1,degrading
HMDB0000020,ALDH3B1,producing
HMDB0003791,ALDH3B1,degrading
HMDB0001336,ALDH3B1,producing
HMDB0006242,ALDH3B1,degrading
HMDB0001866,ALDH3B1,producing
HMDB0005175,ALDH3B1,degrading
HMDB0000118,ALDH3B1,producing
HMDB0004061,ALDH3B1,degrading
HMDB0000291,ALDH3B1,producing
HMDB0004181,ALDH3B1,degrading
HMDB0002820,ALDH3B1,producing
HMDB0060451,ALDH3B1,degrading
HMDB0042048,ALDH3B1,producing
HMDB0060433,ALDH3B1,degrading
HMDB0060449,ALDH3B1,producing
HMDB0060366,ALDH3B1,degrading
HMDB0060367,ALDH3B1,producing
HMDB0002111,ALDH3B2,degrading
HMDB0000990,ALDH3B2,degrading
HMDB0000217,ALDH3B2,degrading
HMDB0000042,ALDH3B2,producing
HMDB0000221,ALDH3B2,producing
HMDB0059597,ALDH3B2,producing
HMDB0001106,ALDH3B2,degrading
HMDB0000902,ALDH3B2,degrading
HMDB0000056,ALDH3B2,producing
HMDB0001487,ALDH3B2,producing
HMDB0006236,ALDH3B2,degrading
HMDB0000209,ALDH3B2,producing
HMDB0003767,ALDH3B2,degrading
HMDB0000020,ALDH3B2,producing
HMDB0003791,ALDH3B2,degrading
HMDB0001336,ALDH3B2,producing
HMDB0006242,ALDH3B2,degrading
HMDB0001866,ALDH3B2,producing
HMDB0005175,ALDH3B2,degrading
HMDB0000118,ALDH3B2,producing
HMDB0004061,ALDH3B2,degrading
HMDB0000291,ALDH3B2,producing
HMDB0004181,ALDH3B2,degrading
HMDB0002820,ALDH3B2,producing
HMDB0060451,ALDH3B2,degrading
HMDB0042048,ALDH3B2,producing
HMDB0060433,ALDH3B2,degrading
HMDB0060449,ALDH3B2,producing
HMDB0060366,ALDH3B2,degrading
HMDB0060367,ALDH3B2,producing
HMDB0001301,ALDH4A1,degrading
HMDB0002111,ALDH4A1,degrading
HMDB0000148,ALDH4A1,degrading
HMDB0002104,ALDH4A1,degrading
HMDB0000902,ALDH4A1,degrading
HMDB0000148,ALDH4A1,producing
HMDB0001487,ALDH4A1,producing
HMDB0059597,ALDH4A1,producing
HMDB0000217,ALDH4A1,degrading
HMDB0000221,ALDH4A1,producing
HMDB0001369,ALDH4A1,degrading
HMDB0002273,ALDH4A1,producing
HMDB0002273,ALDH4A1,degrading
HMDB0001487,ALDH4A1,degrading
HMDB0059597,ALDH4A1,degrading
HMDB0006556,ALDH4A1,producing
HMDB0000902,ALDH4A1,producing
HMDB0002111,ALDH4A1,producing
HMDB0001263,ALDH7A1,degrading
HMDB0002111,ALDH7A1,degrading
HMDB0000510,ALDH7A1,degrading
HMDB0001252,ALDH7A1,degrading
HMDB0000902,ALDH7A1,degrading
HMDB0000043,ALDH7A1,producing
HMDB0001487,ALDH7A1,producing
HMDB0001487,ALDH7A1,degrading
HMDB0059597,ALDH7A1,producing
HMDB0000990,ALDH7A1,degrading
HMDB0000042,ALDH7A1,producing
HMDB0001106,ALDH7A1,degrading
HMDB0000056,ALDH7A1,producing
HMDB0001051,ALDH7A1,degrading
HMDB0000139,ALDH7A1,producing
HMDB0001080,ALDH7A1,degrading
HMDB0000217,ALDH7A1,degrading
HMDB0000112,ALDH7A1,producing
HMDB0000221,ALDH7A1,producing
HMDB0001190,ALDH7A1,degrading
HMDB0000197,ALDH7A1,producing
HMDB0006803,ALDH7A1,degrading
HMDB0006804,ALDH7A1,producing
HMDB0006355,ALDH7A1,degrading
HMDB0000663,ALDH7A1,producing
HMDB0000538,ALDH7A1,degrading
HMDB0006941,ALDH7A1,producing
HMDB0000250,ALDH7A1,producing
HMDB0000510,ALDH7A1,producing
HMDB0001345,ALDH7A1,degrading
HMDB0001161,ALDH7A1,producing
HMDB0002217,ALDH7A1,degrading
HMDB0000202,ALDH7A1,producing
HMDB0003905,ALDH7A1,degrading
HMDB0002024,ALDH7A1,producing
HMDB0000221,ALDH7A1,degrading
HMDB0059597,ALDH7A1,degrading
HMDB0000217,ALDH7A1,producing
HMDB0006894,ALDH7A1,degrading
HMDB0011653,ALDH7A1,producing
HMDB0006941,ALDH7A1,degrading
HMDB0000045,ALDH7A1,degrading
HMDB0004073,ALDH7A1,degrading
HMDB0000763,ALDH7A1,producing
HMDB0004226,ALDH7A1,degrading
HMDB0003681,ALDH7A1,producing
